Country or territory of asylum or residence,"Country or territory of origin","Year","Refugees<sup>*</sup>","Refugees assisted by UNHCR","Total refugees and people in refugee-like situations<sup>**</sup>","Total refugees and people in refugee-like situations assisted by UNHCR"
"Belgium","Ukraine","2013","33","0","33","0"
"Belgium","United Arab Emirates","2013","0","0","0","0"
"Belgium","United Rep. of Tanzania","2013","55","0","55","0"
"Belgium","United States","2013","3","0","3","0"
"Belgium","Uruguay","2013","0","0","0","0"
"Belgium","Uzbekistan","2013","23","0","23","0"
"Belgium","Various","2013","2435","0","2435","0"
"Belgium","Viet Nam","2013","15","0","15","0"
"Belgium","Yemen","2013","6","0","6","0"
"Belgium","Zimbabwe","2013","5","0","5","0"
"Bulgaria","Afghanistan","2013","268","4","268","4"
"Bulgaria","Albania","2013","5","0","5","0"
"Bulgaria","Algeria","2013","1","0","1","0"
"Bulgaria","Angola","2013","0","0","0","0"
"Bulgaria","Armenia","2013","28","1","28","1"
"Bulgaria","Azerbaijan","2013","1","0","1","0"
"Bulgaria","Bangladesh","2013","9","1","9","1"
"Bulgaria","Belarus","2013","2","0","2","0"
"Bulgaria","Benin","2013","0","0","0","0"
"Bulgaria","Burundi","2013","1","0","1","0"
"Bulgaria","Cameroon","2013","0","0","0","0"
"Bulgaria","Congo","2013","6","1","6","1"
"Bulgaria","Côte d'Ivoire","2013","3","1","3","1"
"Bulgaria","Cuba","2013","5","0","5","0"
"Bulgaria","Dem. Rep. of the Congo","2013","2","0","2","0"
"Bulgaria","Egypt","2013","15","5","15","5"
"Bulgaria","Eritrea","2013","4","1","4","1"
"Bulgaria","Ethiopia","2013","7","0","7","0"
"Bulgaria","Georgia","2013","6","0","6","0"
"Bulgaria","Guinea","2013","1","0","1","0"
"Bulgaria","India","2013","2","2","2","2"
"Bulgaria","Iraq","2013","1200","74","1200","74"
"Bulgaria","Islamic Rep. of Iran","2013","70","3","70","3"
"Bulgaria","Jordan","2013","3","2","3","2"
"Bulgaria","Lebanon","2013","12","6","12","6"
"Bulgaria","Liberia","2013","1","0","1","0"
"Bulgaria","Libya","2013","1","0","1","0"
"Bulgaria","Mali","2013","1","1","1","1"
"Bulgaria","Nepal","2013","2","0","2","0"
"Bulgaria","Nigeria","2013","8","0","8","0"
"Bulgaria","Pakistan","2013","4","1","4","1"
"Bulgaria","Russian Federation","2013","3","0","3","0"
"Bulgaria","Rwanda","2013","1","0","1","0"
"Bulgaria","Somalia","2013","86","15","86","15"
"Bulgaria","Sri Lanka","2013","2","0","2","0"
"Bulgaria","Stateless","2013","404","326","404","326"
"Bulgaria","Sudan","2013","24","5","24","5"
"Bulgaria","Syrian Arab Rep.","2013","2104","2011","2104","2011"
"Bulgaria","Tunisia","2013","5","1","5","1"
"Bulgaria","Turkey","2013","18","0","18","0"
"Bulgaria","Uganda","2013","1","0","1","0"
"Bulgaria","United Arab Emirates","2013","1","1","1","1"
"Bulgaria","United Rep. of Tanzania","2013","1","0","1","0"
"Bulgaria","Zimbabwe","2013","2","0","2","0"
"Croatia","Afghanistan","2013","20","20","20","20"
"Croatia","Armenia","2013","1","1","1","1"
"Croatia","Bosnia and Herzegovina","2013","358","358","386","386"
"Croatia","Congo","2013","3","3","3","3"
"Croatia","Eritrea","2013","2","2","2","2"
"Croatia","Georgia","2013","4","4","4","4"
"Croatia","Iraq","2013","5","5","5","5"
"Croatia","Kazakhstan","2013","4","4","4","4"
"Croatia","Nigeria","2013","1","1","1","1"
"Croatia","Rep. of Moldova","2013","2","2","2","2"
"Croatia","Russian Federation","2013","10","10","10","10"
"Croatia","Serbia (and Kosovo: S/RES/1244 (1999))","2013","200","200","200","200"
"Croatia","Somalia","2013","5","5","5","5"
"Croatia","Sudan","2013","2","2","2","2"
"Croatia","Syrian Arab Rep.","2013","22","22","22","22"
"Croatia","Turkey","2013","6","6","6","6"
"Croatia","Ukraine","2013","5","5","5","5"
"Croatia","Uzbekistan","2013","3","3","3","3"
"Croatia","Various","2013","2","2","2","2"
"Croatia","Zimbabwe","2013","1","1","1","1"
"Cyprus","Afghanistan","2013","7","0","7","0"
"Cyprus","Algeria","2013","4","0","4","0"
"Cyprus","Armenia","2013","23","0","23","0"
"Cyprus","Bangladesh","2013","3","0","3","0"
"Cyprus","Bosnia and Herzegovina","2013","15","0","15","0"
"Cyprus","Burkina Faso","2013","2","0","2","0"
"Cyprus","Cameroon","2013","11","0","11","0"
"Cyprus","China","2013","3","0","3","0"
"Cyprus","Comoros","2013","1","0","1","0"
"Cyprus","Croatia","2013","1","0","1","0"
"Cyprus","Cuba","2013","1","0","1","0"
"Cyprus","Dem. Rep. of the Congo","2013","12","0","12","0"
"Cyprus","Egypt","2013","75","0","75","0"
"Cyprus","Eritrea","2013","4","0","4","0"
"Cyprus","Ethiopia","2013","4","0","4","0"
"Cyprus","Georgia","2013","85","0","85","0"
"Cyprus","Ghana","2013","1","0","1","0"
"Cyprus","Guinea","2013","1","0","1","0"
"Cyprus","India","2013","3","0","3","0"
"Cyprus","Indonesia","2013","1","0","1","0"
"Cyprus","Iraq","2013","648","0","648","0"
"Cyprus","Islamic Rep. of Iran","2013","457","0","457","0"
"Cyprus","Jordan","2013","16","0","16","0"
"Cyprus","Kyrgyzstan","2013","3","0","3","0"
"Cyprus","Lebanon","2013","32","0","32","0"
"Cyprus","Liberia","2013","1","0","1","0"
"Cyprus","Libya","2013","1","0","1","0"
"Cyprus","Mali","2013","1","0","1","0"
"Cyprus","Morocco","2013","1","0","1","0"
"Cyprus","Nepal","2013","1","0","1","0"
"Cyprus","Nigeria","2013","5","0","5","0"
"Cyprus","Pakistan","2013","17","0","17","0"
"Cyprus","Philippines","2013","8","0","8","0"
"Cyprus","Rep. of Moldova","2013","18","0","18","0"
"Cyprus","Russian Federation","2013","59","0","59","0"
"Cyprus","Serbia (and Kosovo: S/RES/1244 (1999))","2013","59","0","59","0"
"Cyprus","Sierra Leone","2013","20","0","20","0"
"Cyprus","Somalia","2013","11","0","11","0"
"Cyprus","Sri Lanka","2013","22","0","22","0"
"Cyprus","State of Palestine","2013","1723","0","1723","0"
"Cyprus","Stateless","2013","1","0","1","0"
"Cyprus","Sudan","2013","5","0","5","0"
"Cyprus","Syrian Arab Rep.","2013","316","0","316","0"
"Cyprus","Tajikistan","2013","1","0","1","0"
"Cyprus","The former Yugoslav Rep. of Macedonia","2013","2","0","2","0"
"Cyprus","Turkey","2013","162","0","162","0"
"Cyprus","Ukraine","2013","28","0","28","0"
"Cyprus","Uzbekistan","2013","4","0","4","0"
"Cyprus","Viet Nam","2013","1","0","1","0"
"Cyprus","Yemen","2013","3","0","3","0"
"Czech Rep.","Afghanistan","2013","238","","238","0"
"Czech Rep.","Albania","2013","17","","17","0"
"Czech Rep.","Algeria","2013","1","","1","0"
"Czech Rep.","Angola","2013","22","","22","0"
"Czech Rep.","Armenia","2013","63","","63","0"
"Czech Rep.","Azerbaijan","2013","25","","25","0"
"Czech Rep.","Bangladesh","2013","1","","1","0"
"Czech Rep.","Belarus","2013","353","","353","0"
"Czech Rep.","Bosnia and Herzegovina","2013","11","","11","0"
"Czech Rep.","Bulgaria","2013","26","","26","0"
"Czech Rep.","Burkina Faso","2013","1","","1","0"
"Czech Rep.","Burundi","2013","2","","2","0"
"Czech Rep.","Cambodia","2013","2","","2","0"
"Czech Rep.","Cameroon","2013","6","","6","0"
"Czech Rep.","Chad","2013","1","","1","0"
"Czech Rep.","China","2013","8","","8","0"
"Czech Rep.","Congo","2013","4","","4","0"
"Czech Rep.","Côte d'Ivoire","2013","2","","2","0"
"Czech Rep.","Croatia","2013","1","","1","0"
"Czech Rep.","Cuba","2013","131","","131","0"
"Czech Rep.","Dem. Rep. of the Congo","2013","40","","40","0"
"Czech Rep.","Djibouti","2013","2","","2","0"
"Czech Rep.","Ecuador","2013","4","","4","0"
"Czech Rep.","Egypt","2013","3","","3","0"
"Czech Rep.","Eritrea","2013","12","","12","0"
"Czech Rep.","Ethiopia","2013","9","","9","0"
"Czech Rep.","Gambia","2013","2","","2","0"
"Czech Rep.","Georgia","2013","39","","39","0"
"Czech Rep.","Ghana","2013","11","","11","0"
"Czech Rep.","Guinea","2013","5","","5","0"
"Czech Rep.","India","2013","2","","2","0"
"Czech Rep.","Iraq","2013","162","","162","0"
"Czech Rep.","Islamic Rep. of Iran","2013","37","","37","0"
"Czech Rep.","Israel","2013","1","","1","0"
"Czech Rep.","Jordan","2013","1","","1","0"
"Czech Rep.","Kazakhstan","2013","193","","193","0"
"Czech Rep.","Kyrgyzstan","2013","32","","32","0"
"Czech Rep.","Liberia","2013","3","","3","0"
"Czech Rep.","Libya","2013","7","","7","0"
"Czech Rep.","Mongolia","2013","2","","2","0"
"Czech Rep.","Morocco","2013","3","","3","0"
"Czech Rep.","Myanmar","2013","153","","153","0"
"Czech Rep.","Nigeria","2013","13","","13","0"
"Czech Rep.","Pakistan","2013","20","","20","0"
"Czech Rep.","Rep. of Moldova","2013","21","","21","0"
"Czech Rep.","Romania","2013","121","","121","0"
"Czech Rep.","Russian Federation","2013","433","","433","0"
"Czech Rep.","Rwanda","2013","1","","1","0"
"Czech Rep.","Saudi Arabia","2013","3","","3","0"
"Czech Rep.","Senegal","2013","1","","1","0"
"Czech Rep.","Serbia (and Kosovo: S/RES/1244 (1999))","2013","56","","56","0"
"Czech Rep.","Sierra Leone","2013","5","","5","0"
"Czech Rep.","Somalia","2013","29","","29","0"
"Czech Rep.","South Africa","2013","3","","3","0"
"Czech Rep.","Sri Lanka","2013","14","","14","0"
"Czech Rep.","State of Palestine","2013","2","","2","0"
"Czech Rep.","Stateless","2013","144","","144","0"
"Czech Rep.","Sudan","2013","20","","20","0"
"Czech Rep.","Syrian Arab Rep.","2013","149","","149","0"
"Czech Rep.","Tajikistan","2013","1","","1","0"
"Czech Rep.","The former Yugoslav Rep. of Macedonia","2013","1","","1","0"
"Czech Rep.","Togo","2013","3","","3","0"
"Czech Rep.","Tunisia","2013","1","","1","0"
"Czech Rep.","Turkey","2013","18","","18","0"
"Czech Rep.","Turkmenistan","2013","5","","5","0"
"Czech Rep.","Uganda","2013","4","","4","0"
"Czech Rep.","Ukraine","2013","110","","110","0"
"Czech Rep.","Uzbekistan","2013","96","","96","0"
"Czech Rep.","Viet Nam","2013","67","","67","0"
"Denmark","Afghanistan","2013","2139","0","2139","0"
"Denmark","Albania","2013","45","0","45","0"
"Denmark","Algeria","2013","9","0","9","0"
"Denmark","Angola","2013","2","0","2","0"
"Denmark","Armenia","2013","70","0","70","0"
"Denmark","Azerbaijan","2013","92","0","92","0"
"Denmark","Bangladesh","2013","10","0","10","0"
"Denmark","Belarus","2013","7","0","7","0"
"Denmark","Benin","2013","1","0","1","0"
"Denmark","Bhutan","2013","4","0","4","0"
"Denmark","Bosnia and Herzegovina","2013","103","0","103","0"
"Denmark","Burkina Faso","2013","1","0","1","0"
"Denmark","Burundi","2013","31","0","31","0"
"Denmark","Cambodia","2013","1","0","1","0"
"Denmark","Cameroon","2013","6","0","6","0"
"Denmark","Chad","2013","1","0","1","0"
"Denmark","China","2013","32","0","32","0"
"Denmark","Colombia","2013","0","0","0","0"
"Denmark","Congo","2013","4","0","4","0"
"Denmark","Côte d'Ivoire","2013","10","0","10","0"
"Denmark","Dem. People's Rep. of Korea","2013","9","0","9","0"
"Denmark","Dem. Rep. of the Congo","2013","80","0","80","0"
"Denmark","Djibouti","2013","1","0","1","0"
"Denmark","Egypt","2013","0","0","0","0"
"Denmark","Eritrea","2013","108","0","108","0"
"Denmark","Ethiopia","2013","18","0","18","0"
"Denmark","Georgia","2013","21","0","21","0"
"Denmark","Ghana","2013","2","0","2","0"
"Denmark","Guatemala","2013","2","0","2","0"
"Denmark","Guinea","2013","3","0","3","0"
"Denmark","Guinea-Bissau","2013","3","0","3","0"
"Denmark","India","2013","17","0","17","0"
"Denmark","Indonesia","2013","1","0","1","0"
"Denmark","Iraq","2013","1034","0","1034","0"
"Denmark","Islamic Rep. of Iran","2013","1842","0","1842","0"
"Denmark","Jordan","2013","6","0","6","0"
"Denmark","Kazakhstan","2013","2","0","2","0"
"Denmark","Kenya","2013","7","0","7","0"
"Denmark","Kuwait","2013","1","0","1","0"
"Denmark","Kyrgyzstan","2013","5","0","5","0"
"Denmark","Lebanon","2013","35","0","35","0"
"Denmark","Libya","2013","19","0","19","0"
"Denmark","Mali","2013","1","0","1","0"
"Denmark","Mongolia","2013","1","0","1","0"
"Denmark","Morocco","2013","7","0","7","0"
"Denmark","Myanmar","2013","60","0","60","0"
"Denmark","Nepal","2013","8","0","8","0"
"Denmark","Nigeria","2013","14","0","14","0"
"Denmark","Pakistan","2013","46","0","46","0"
"Denmark","Peru","2013","1","0","1","0"
"Denmark","Philippines","2013","0","0","0","0"
"Denmark","Rep. of Korea","2013","1","0","1","0"
"Denmark","Romania","2013","3","0","3","0"
"Denmark","Russian Federation","2013","1023","0","1023","0"
"Denmark","Rwanda","2013","28","0","28","0"
"Denmark","Saudi Arabia","2013","1","0","1","0"
"Denmark","Serbia (and Kosovo: S/RES/1244 (1999))","2013","765","0","765","0"
"Denmark","Sierra Leone","2013","1","0","1","0"
"Denmark","Somalia","2013","798","0","798","0"
"Denmark","Sri Lanka","2013","78","0","78","0"
"Denmark","State of Palestine","2013","199","0","199","0"
"Denmark","Stateless","2013","515","0","515","0"
"Denmark","Sudan","2013","65","0","65","0"
"Denmark","Syrian Arab Rep.","2013","3271","0","3271","0"
"Denmark","Tajikistan","2013","4","0","4","0"
"Denmark","The former Yugoslav Rep. of Macedonia","2013","13","0","13","0"
"Denmark","Tunisia","2013","1","0","1","0"
"Denmark","Turkey","2013","15","0","15","0"
"Denmark","Uganda","2013","27","0","27","0"
"Denmark","Ukraine","2013","16","0","16","0"
"Denmark","United Rep. of Tanzania","2013","1","0","1","0"
"Denmark","Uzbekistan","2013","10","0","10","0"
"Denmark","Various","2013","395","0","395","0"
"Denmark","Viet Nam","2013","6","0","6","0"
"Denmark","Yemen","2013","2","0","2","0"
"Denmark","Zambia","2013","1","0","1","0"
"Denmark","Zimbabwe","2013","9","0","9","0"
"Estonia","Afghanistan","2013","15","0","15","0"
"Estonia","Algeria","2013","2","0","2","0"
"Estonia","Armenia","2013","2","0","2","0"
"Estonia","Bangladesh","2013","1","0","1","0"
"Estonia","Belarus","2013","7","0","7","0"
"Estonia","Côte d'Ivoire","2013","2","0","2","0"
"Estonia","Georgia","2013","3","0","3","0"
"Estonia","Iraq","2013","1","0","1","0"
"Estonia","Pakistan","2013","2","0","2","0"
"Estonia","Russian Federation","2013","13","0","13","0"
"Estonia","Somalia","2013","4","0","4","0"
"Estonia","Sri Lanka","2013","7","0","7","0"
"Estonia","State of Palestine","2013","1","0","1","0"
"Estonia","Stateless","2013","1","0","1","0"
"Estonia","Sudan","2013","1","0","1","0"
"Estonia","Syrian Arab Rep.","2013","2","0","2","0"
"Estonia","Tajikistan","2013","1","0","1","0"
"Estonia","Turkey","2013","2","0","2","0"
"Estonia","Turkmenistan","2013","2","0","2","0"
"Estonia","Uganda","2013","1","0","1","0"
"Finland","Afghanistan","2013","1357","0","1357","0"
"Finland","Albania","2013","8","0","8","0"
"Finland","Algeria","2013","20","0","20","0"
"Finland","Angola","2013","216","0","216","0"
"Finland","Armenia","2013","5","0","5","0"
"Finland","Azerbaijan","2013","39","0","39","0"
"Finland","Bangladesh","2013","23","0","23","0"
"Finland","Belarus","2013","10","0","10","0"
"Finland","Bolivia (Plurinational State of)","2013","2","0","2","0"
"Finland","Bosnia and Herzegovina","2013","36","0","36","0"
"Finland","Brazil","2013","2","0","2","0"
"Finland","Burundi","2013","2","0","2","0"
"Finland","Cambodia","2013","3","0","3","0"
"Finland","Cameroon","2013","58","0","58","0"
"Finland","Chad","2013","1","0","1","0"
"Finland","China","2013","95","0","95","0"
"Finland","Colombia","2013","1","0","1","0"
"Finland","Congo","2013","12","0","12","0"
"Finland","Côte d'Ivoire","2013","14","0","14","0"
"Finland","Croatia","2013","10","0","10","0"
"Finland","Cuba","2013","6","0","6","0"
"Finland","Dem. Rep. of the Congo","2013","196","0","196","0"
"Finland","Djibouti","2013","1","0","1","0"
"Finland","Ecuador","2013","3","0","3","0"
"Finland","Egypt","2013","1","0","1","0"
"Finland","Eritrea","2013","23","0","23","0"
"Finland","Ethiopia","2013","82","0","82","0"
"Finland","Gambia","2013","18","0","18","0"
"Finland","Georgia","2013","4","0","4","0"
"Finland","Ghana","2013","41","0","41","0"
"Finland","Guatemala","2013","4","0","4","0"
"Finland","Guinea","2013","23","0","23","0"
"Finland","Guinea-Bissau","2013","1","0","1","0"
"Finland","Honduras","2013","4","0","4","0"
"Finland","India","2013","11","0","11","0"
"Finland","Iraq","2013","3448","0","3448","0"
"Finland","Islamic Rep. of Iran","2013","509","0","509","0"
"Finland","Israel","2013","2","0","2","0"
"Finland","Jordan","2013","5","0","5","0"
"Finland","Kazakhstan","2013","7","0","7","0"
"Finland","Kenya","2013","7","0","7","0"
"Finland","Kyrgyzstan","2013","21","0","21","0"
"Finland","Latvia","2013","7","0","7","0"
"Finland","Lebanon","2013","12","0","12","0"
"Finland","Liberia","2013","4","0","4","0"
"Finland","Libya","2013","11","0","11","0"
"Finland","Malawi","2013","4","0","4","0"
"Finland","Mauritania","2013","5","0","5","0"
"Finland","Mongolia","2013","1","0","1","0"
"Finland","Morocco","2013","11","0","11","0"
"Finland","Mozambique","2013","1","0","1","0"
"Finland","Myanmar","2013","14","0","14","0"
"Finland","Nepal","2013","5","0","5","0"
"Finland","Niger","2013","2","0","2","0"
"Finland","Nigeria","2013","115","0","115","0"
"Finland","Pakistan","2013","33","0","33","0"
"Finland","Peru","2013","0","0","0","0"
"Finland","Rep. of Moldova","2013","9","0","9","0"
"Finland","Romania","2013","1","0","1","0"
"Finland","Russian Federation","2013","672","0","672","0"
"Finland","Rwanda","2013","25","0","25","0"
"Finland","Senegal","2013","3","0","3","0"
"Finland","Serbia (and Kosovo: S/RES/1244 (1999))","2013","276","0","276","0"
"Finland","Sierra Leone","2013","16","0","16","0"
"Finland","Slovakia","2013","0","0","0","0"
"Finland","Somalia","2013","2744","0","2744","0"
"Finland","South Sudan","2013","1","0","1","0"
"Finland","Sri Lanka","2013","99","0","99","0"
"Finland","Stateless","2013","116","0","116","0"
"Finland","Sudan","2013","15","0","15","0"
